Location,Latitude,Longitude,Country,SeverityScore,IncidentsTotal
POINT(-63.63722 44.66666),"44.667","-63.637",Canada,0.047,"3"
POINT(-64.83276 45.03792),"45.038","-64.833",Canada,0.213,"17"
POINT(-62.42472 45.57684),"45.577","-62.425",Canada,0.255,"13"
POINT(-64.26282 45.85638),"45.856","-64.263",Canada,0.075,"10"
POINT(-63.61114 44.60331),"44.603","-63.611",Canada,0.009,"3"
POINT(-63.60352 44.6974),"44.697","-63.604",Canada,0.028,"10"
POINT(-62.49997 45.58865),"45.589","-62.5",Canada,0.217,"12"
POINT(-63.61997 44.63819),"44.638","-63.62",Canada,0.032,"4"
POINT(-63.66662 44.68114),"44.681","-63.667",Canada,0.008,"3"
POINT(-63.51482 44.62684),"44.627","-63.515",Canada,0.01,"3"
POINT(-63.63937 44.65737),"44.657","-63.639",Canada,0.026,"3"
POINT(-63.69945 44.78092),"44.781","-63.699",Canada,0.009,"3"
POINT(-63.62088 44.66434),"44.664","-63.621",Canada,0.014,"16"
POINT(-63.52874 44.63718),"44.637","-63.529",Canada,0.168,"51"
POINT(-64.30326 45.09672),"45.097","-64.303",Canada,0.091,"15"
POINT(-63.48664 44.69855),"44.699","-63.487",Canada,0.022,"4"
POINT(-63.59493 44.65437),"44.654","-63.595",Canada,0.018,"7"
POINT(-64.52508 44.38363),"44.384","-64.525",Canada,0.113,"6"
POINT(-64.31904 45.09132),"45.091","-64.319",Canada,0.365,"58"
POINT(-75.64045 45.38013),"45.38","-75.64",Canada,0.03,"3"
POINT(-75.71798 45.32397),"45.324","-75.718",Canada,0.024,"5"
POINT(-75.60632 45.34246),"45.342","-75.606",Canada,0.151,"4"
POINT(-75.662 45.38239),"45.382","-75.662",Canada,0.026,"3"
POINT(-75.65789 45.42092),"45.421","-75.658",Canada,0.011,"8"
POINT(-75.91033 45.28186),"45.282","-75.91",Canada,0.621,"48"
POINT(-75.91171 45.33874),"45.339","-75.912",Canada,0.011,"5"
POINT(-79.42355 43.67126),"43.671","-79.424",Canada,0.187,"11"
POINT(-79.29815 43.72746),"43.727","-79.298",Canada,0.064,"5"
POINT(-79.30248 43.72329),"43.723","-79.302",Canada,0.017,"6"
POINT(-79.36879 43.65227),"43.652","-79.369",Canada,0.01,"4"
POINT(-75.91203 45.28322),"45.283","-75.912",Canada,0.013,"7"
POINT(-75.5056 45.457),"45.457","-75.506",Canada,0.017,"3"
POINT(-75.64401 45.43613),"45.436","-75.644",Canada,0.094,"11"
POINT(-75.51417 45.45881),"45.459","-75.514",Canada,0.026,"3"
POINT(-79.37779 43.6477),"43.648","-79.378",Canada,0.028,"7"
POINT(-79.18332 43.80567),"43.806","-79.183",Canada,0.167,"14"
POINT(-79.47709 43.68896),"43.689","-79.477",Canada,0.028,"3"
POINT(-79.82829 43.24813),"43.248","-79.828",Canada,0.018,"3"
POINT(-75.86998 45.17428),"45.174","-75.87",Canada,0.116,"9"
POINT(-75.74955 45.32874),"45.329","-75.75",Canada,0.005,"7"
POINT(-75.72885 45.34316),"45.343","-75.729",Canada,0.018,"11"
POINT(-75.72659 45.38928),"45.389","-75.727",Canada,0.045,"31"
POINT(-79.34259 43.73725),"43.737","-79.343",Canada,0.027,"11"
POINT(-79.39255 43.67454),"43.675","-79.393",Canada,0.014,"3"
POINT(-79.51983 43.63715),"43.637","-79.52",Canada,0.027,"3"
POINT(-79.4114 43.67681),"43.677","-79.411",Canada,0.028,"3"
POINT(-79.4069 43.76214),"43.762","-79.407",Canada,0.031,"3"
POINT(-75.63692 45.42387),"45.424","-75.637",Canada,0.029,"8"
POINT(-75.72397 45.40809),"45.408","-75.724",Canada,0.008,"3"
POINT(-75.83506 45.3248),"45.325","-75.835",Canada,0.013,"5"
POINT(-79.37188 43.65043),"43.65","-79.372",Canada,0.015,"3"
POINT(-79.38654 43.699),"43.699","-79.387",Canada,0.01,"3"
POINT(-79.34159 43.66487),"43.665","-79.342",Canada,0.01,"5"
POINT(-79.44674 43.6671),"43.667","-79.447",Canada,0.052,"9"
POINT(-79.343 43.77604),"43.776","-79.343",Canada,0.036,"16"
POINT(-79.37518 43.76944),"43.769","-79.375",Canada,0.132,"9"
POINT(-79.35097 43.7935),"43.794","-79.351",Canada,0.035,"3"
POINT(-79.37831 43.66599),"43.666","-79.378",Canada,0.023,"10"
POINT(-79.40013 43.63696),"43.637","-79.4",Canada,0.029,"9"
POINT(-79.29921 43.78334),"43.783","-79.299",Canada,0.031,"3"
POINT(-82.96701 42.26347),"42.263","-82.967",Canada,0.083,"7"
POINT(-76.35136 45.43473),"45.435","-76.351",Canada,0.022,"5"
POINT(-76.49669 44.23493),"44.235","-76.497",Canada,0.365,"9"
POINT(-75.78028 45.26901),"45.269","-75.78",Canada,0.015,"3"
POINT(-75.54218 45.46605),"45.466","-75.542",Canada,0.014,"3"
POINT(-75.61951 45.32242),"45.322","-75.62",Canada,0.014,"5"
POINT(-75.68943 45.33609),"45.336","-75.689",Canada,0.086,"13"
POINT(-75.68968 45.42635),"45.426","-75.69",Canada,0.012,"5"
POINT(-75.91108 45.33844),"45.338","-75.911",Canada,0.005,"3"
POINT(-75.65129 45.32875),"45.329","-75.651",Canada,0.005,"3"
POINT(-75.87641 45.30418),"45.304","-75.876",Canada,0.013,"10"
POINT(-79.396 43.64793),"43.648","-79.396",Canada,0.012,"4"
POINT(-79.3933 43.76525),"43.765","-79.393",Canada,0.109,"7"
POINT(-79.38654 43.65073),"43.651","-79.387",Canada,0.026,"37"
POINT(-79.28879 43.72755),"43.728","-79.289",Canada,0.098,"5"
POINT(-79.33802 43.7183),"43.718","-79.338",Canada,0.076,"41"
POINT(-79.40076 43.6849),"43.685","-79.401",Canada,0.011,"3"
POINT(-79.35088 43.77426),"43.774","-79.351",Canada,0.023,"6"
POINT(-79.55927 43.69618),"43.696","-79.559",Canada,0.016,"3"
POINT(-79.3382 43.65613),"43.656","-79.338",Canada,0.043,"16"
POINT(-78.32371 44.31493),"44.315","-78.324",Canada,0.112,"4"
POINT(-75.69042 45.33555),"45.336","-75.69",Canada,0.032,"3"
POINT(-75.69782 45.33413),"45.334","-75.698",Canada,0.005,"6"
POINT(-75.75584 45.28606),"45.286","-75.756",Canada,0.058,"8"
POINT(-75.60567 45.38939),"45.389","-75.606",Canada,0.011,"3"
POINT(-75.72534 45.33686),"45.337","-75.725",Canada,0.061,"12"
POINT(-75.69457 45.42495),"45.425","-75.695",Canada,0.008,"3"
POINT(-75.74265 45.27227),"45.272","-75.743",Canada,0.004,"4"
POINT(-75.70784 45.41513),"45.415","-75.708",Canada,0.006,"4"
POINT(-79.27538 43.71335),"43.713","-79.275",Canada,0.081,"5"
POINT(-79.36457 43.65344),"43.653","-79.365",Canada,0.025,"5"
POINT(-79.59409 43.74239),"43.742","-79.594",Canada,0.057,"3"
POINT(-79.38563 43.66771),"43.668","-79.386",Canada,0.021,"3"
POINT(-79.37001 43.65329),"43.653","-79.37",Canada,0.005,"4"
POINT(-79.39448 43.64382),"43.644","-79.394",Canada,0.055,"11"
POINT(-79.38905 43.66804),"43.668","-79.389",Canada,0.011,"4"
POINT(-79.39097 43.68885),"43.689","-79.391",Canada,0.017,"3"
POINT(-79.3535 43.80285),"43.803","-79.353",Canada,0.016,"3"
POINT(-79.27104 43.76014),"43.76","-79.271",Canada,0.082,"10"
POINT(-82.99672 42.31665),"42.317","-82.997",Canada,0.045,"3"
POINT(-79.94046 43.58924),"43.589","-79.94",Canada,0.732,"6"
POINT(-75.6922 45.40966),"45.41","-75.692",Canada,0.014,"16"
POINT(-75.67743 45.4386),"45.439","-75.677",Canada,0.031,"5"
POINT(-75.77922 45.32598),"45.326","-75.779",Canada,0.006,"3"
POINT(-79.37679 43.67235),"43.672","-79.377",Canada,0.021,"7"
POINT(-79.33971 43.69604),"43.696","-79.34",Canada,0.014,"5"
POINT(-79.37809 43.71662),"43.717","-79.378",Canada,0.054,"6"
POINT(-79.39045 43.67283),"43.673","-79.39",Canada,0.017,"4"
POINT(-79.29435 43.72627),"43.726","-79.294",Canada,0.05,"6"
POINT(-79.33291 43.75947),"43.759","-79.333",Canada,0.031,"4"
POINT(-79.37992 43.72529),"43.725","-79.38",Canada,0.053,"15"
POINT(-79.55816 43.69442),"43.694","-79.558",Canada,0.014,"7"
POINT(-79.44014 43.6711),"43.671","-79.44",Canada,0.018,"3"
POINT(-79.35747 43.77278),"43.773","-79.357",Canada,0.071,"8"
POINT(-76.54207 44.25698),"44.257","-76.542",Canada,0.016,"9"
POINT(-81.3918 43.55278),"43.553","-81.392",Canada,0.091,"3"
POINT(-74.64235 45.31812),"45.318","-74.642",Canada,0.293,"9"
POINT(-79.92625 43.08517),"43.085","-79.926",Canada,0.302,"5"
POINT(-75.72356 45.3413),"45.341","-75.724",Canada,0.052,"9"
POINT(-75.88432 45.31752),"45.318","-75.884",Canada,0.109,"58"
POINT(-75.69247 45.37671),"45.377","-75.692",Canada,0.011,"3"
POINT(-75.65674 45.4156),"45.416","-75.657",Canada,0.044,"98"
POINT(-75.80834 45.22482),"45.225","-75.808",Canada,0.025,"3"
POINT(-75.51079 45.45324),"45.453","-75.511",Canada,0.007,"3"
POINT(-75.73389 45.36184),"45.362","-75.734",Canada,0.029,"3"
POINT(-75.68958 45.29336),"45.293","-75.69",Canada,0.167,"5"
POINT(-75.82601 45.21077),"45.211","-75.826",Canada,0.029,"3"
POINT(-75.69219 45.34801),"45.348","-75.692",Canada,0.011,"5"
POINT(-75.75299 45.37012),"45.37","-75.753",Canada,0.002,"3"
POINT(-75.65687 45.41951),"45.42","-75.657",Canada,0.017,"36"
POINT(-75.70287 45.40552),"45.406","-75.703",Canada,0.004,"3"
POINT(-79.37539 43.65919),"43.659","-79.375",Canada,0.016,"3"
POINT(-79.33565 43.72165),"43.722","-79.336",Canada,0.187,"19"
POINT(-79.38145 43.73608),"43.736","-79.381",Canada,0.017,"6"
POINT(-79.38559 43.66025),"43.66","-79.386",Canada,0.041,"9"
POINT(-79.38817 43.66736),"43.667","-79.388",Canada,0.019,"3"
POINT(-79.41938 43.64413),"43.644","-79.419",Canada,0.018,"3"
POINT(-76.08682 45.06292),"45.063","-76.087",Canada,0.103,"13"
POINT(-75.74779 45.32939),"45.329","-75.748",Canada,0.003,"3"
POINT(-75.93007 45.27254),"45.273","-75.93",Canada,0.014,"3"
POINT(-75.68175 45.42391),"45.424","-75.682",Canada,0.008,"5"
POINT(-75.80493 45.27298),"45.273","-75.805",Canada,0.006,"5"
POINT(-75.73346 45.35081),"45.351","-75.733",Canada,0.014,"12"
POINT(-75.73236 45.3493),"45.349","-75.732",Canada,0.005,"3"
POINT(-75.61272 45.37723),"45.377","-75.613",Canada,0.348,"23"
POINT(-75.75419 45.24577),"45.246","-75.754",Canada,0.072,"3"
POINT(-75.73137 45.40477),"45.405","-75.731",Canada,0.006,"3"
POINT(-79.74007 43.85215),"43.852","-79.74",Canada,0.485,"6"
POINT(-79.39833 43.67917),"43.679","-79.398",Canada,0.011,"3"
POINT(-79.38096 43.65632),"43.656","-79.381",Canada,0.026,"17"
POINT(-79.40802 43.65726),"43.657","-79.408",Canada,0.029,"5"
POINT(-79.3848 43.66495),"43.665","-79.385",Canada,0.027,"6"
POINT(-79.33876 43.65793),"43.658","-79.339",Canada,0.016,"6"
POINT(-79.58419 43.71017),"43.71","-79.584",Canada,1.068,"74"
POINT(-79.44102 43.67295),"43.673","-79.441",Canada,0.013,"3"
POINT(-79.34543 43.65183),"43.652","-79.345",Canada,0.052,"12"
POINT(-79.3794 43.66183),"43.662","-79.379",Canada,0.017,"4"
POINT(-75.70458 45.33566),"45.336","-75.705",Canada,0.008,"7"
POINT(-75.62515 45.40286),"45.403","-75.625",Canada,0.003,"3"
POINT(-75.90983 45.33727),"45.337","-75.91",Canada,0.03,"3"
POINT(-75.64985 45.35477),"45.355","-75.65",Canada,0.02,"3"
POINT(-75.68798 45.36076),"45.361","-75.688",Canada,0.005,"5"
POINT(-79.38394 43.77042),"43.77","-79.384",Canada,0.073,"3"
POINT(-79.35605 43.8063),"43.806","-79.356",Canada,0.035,"3"
POINT(-79.4004 43.65873),"43.659","-79.4",Canada,0.024,"8"
POINT(-79.38514 43.64784),"43.648","-79.385",Canada,0.025,"14"
POINT(-79.87321 43.1977),"43.198","-79.873",Canada,0.043,"5"
POINT(-76.52889 44.23959),"44.24","-76.529",Canada,0.022,"5"
POINT(-76.56816 44.24817),"44.248","-76.568",Canada,0.027,"5"
POINT(-75.72442 45.33582),"45.336","-75.724",Canada,0.012,"10"
POINT(-75.63741 45.44419),"45.444","-75.637",Canada,0.019,"5"
POINT(-75.63092 45.38346),"45.383","-75.631",Canada,0.018,"9"
POINT(-79.41106 43.68462),"43.685","-79.411",Canada,0.02,"3"
POINT(-79.42898 43.63459),"43.635","-79.429",Canada,0.102,"4"
POINT(-79.32796 43.69408),"43.694","-79.328",Canada,0.049,"6"
POINT(-79.44839 43.65718),"43.657","-79.448",Canada,0.03,"4"
POINT(-79.36045 43.67584),"43.676","-79.36",Canada,0.022,"5"
POINT(-82.96303 42.24913),"42.249","-82.963",Canada,0.274,"43"
POINT(-79.83405 43.18495),"43.185","-79.834",Canada,0.555,"24"
POINT(-76.53191 44.23923),"44.239","-76.532",Canada,0.362,"35"
POINT(-75.76966 45.3826),"45.383","-75.77",Canada,0.146,"32"
POINT(-75.70619 45.33728),"45.337","-75.706",Canada,0.068,"38"
POINT(-75.78173 45.33029),"45.33","-75.782",Canada,0.023,"4"
POINT(-75.90664 45.30145),"45.301","-75.907",Canada,0.005,"4"
POINT(-75.69328 45.33334),"45.333","-75.693",Canada,0.009,"5"
POINT(-75.76961 45.36345),"45.363","-75.77",Canada,0.039,"5"
POINT(-75.63165 45.38322),"45.383","-75.632",Canada,0.006,"3"
POINT(-75.77883 45.25742),"45.257","-75.779",Canada,0.238,"3"
POINT(-75.95762 45.28149),"45.281","-75.958",Canada,0.002,"3"
POINT(-79.39726 43.72605),"43.726","-79.397",Canada,0.03,"3"
POINT(-79.33878 43.72056),"43.721","-79.339",Canada,0.045,"21"
POINT(-79.30817 43.75948),"43.759","-79.308",Canada,0.143,"9"
POINT(-79.37958 43.65621),"43.656","-79.38",Canada,0.023,"12"
POINT(-79.38975 43.64407),"43.644","-79.39",Canada,0.008,"4"
POINT(-79.37443 43.65713),"43.657","-79.374",Canada,0.019,"4"
POINT(-79.38654 43.76723),"43.767","-79.387",Canada,0.022,"3"
POINT(-79.44952 43.69582),"43.696","-79.45",Canada,0.035,"13"
POINT(-79.37588 43.66062),"43.661","-79.376",Canada,0.037,"8"
POINT(-81.48031 43.30628),"43.306","-81.48",Canada,0.087,"3"
POINT(-74.38737 45.19831),"45.198","-74.387",Canada,0.993,"4"
POINT(-75.58432 45.45004),"45.45","-75.584",Canada,0.072,"27"
POINT(-75.7786 45.32496),"45.325","-75.779",Canada,0.009,"3"
POINT(-75.77731 45.32217),"45.322","-75.777",Canada,0.005,"5"
POINT(-75.67236 45.29975),"45.3","-75.672",Canada,0.048,"5"
POINT(-79.43506 43.65915),"43.659","-79.435",Canada,0.025,"5"
POINT(-79.34173 43.67957),"43.68","-79.342",Canada,0.104,"19"
POINT(-79.39754 43.63723),"43.637","-79.398",Canada,0.021,"6"
POINT(-79.34697 43.77555),"43.776","-79.347",Canada,0.011,"12"
POINT(-79.38089 43.72619),"43.726","-79.381",Canada,0.025,"5"
POINT(-79.57605 43.73081),"43.731","-79.576",Canada,0.037,"3"
POINT(-79.29749 43.72587),"43.726","-79.297",Canada,0.045,"7"
POINT(-79.30145 43.72451),"43.725","-79.301",Canada,0.07,"9"
POINT(-79.39914 43.63679),"43.637","-79.399",Canada,0.07,"16"
POINT(-79.37425 43.65619),"43.656","-79.374",Canada,0.009,"3"
POINT(-76.49565 44.2344),"44.234","-76.496",Canada,0.279,"12"
POINT(-75.73174 45.40484),"45.405","-75.732",Canada,0.007,"3"
POINT(-75.59912 45.43505),"45.435","-75.599",Canada,0.005,"5"
POINT(-75.71004 45.27305),"45.273","-75.71",Canada,0.008,"6"
POINT(-75.6633 45.34674),"45.347","-75.663",Canada,0.053,"7"
POINT(-75.88763 45.32321),"45.323","-75.888",Canada,0.009,"6"
POINT(-75.63439 45.41188),"45.412","-75.634",Canada,0.191,"15"
POINT(-79.27253 43.7139),"43.714","-79.273",Canada,0.162,"10"
POINT(-79.37952 43.64576),"43.646","-79.38",Canada,0.033,"4"
POINT(-79.39332 43.70806),"43.708","-79.393",Canada,0.031,"5"
POINT(-79.33581 43.71854),"43.719","-79.336",Canada,0.031,"3"
POINT(-79.32331 43.77587),"43.776","-79.323",Canada,0.054,"10"
POINT(-79.33718 43.71654),"43.717","-79.337",Canada,0.026,"3"
POINT(-79.4667 43.71228),"43.712","-79.467",Canada,0.018,"3"
POINT(-79.85917 43.24711),"43.247","-79.859",Canada,0.012,"3"
POINT(-78.83533 43.88292),"43.883","-78.835",Canada,0.663,"38"
POINT(-75.71356 45.39499),"45.395","-75.714",Canada,0.011,"3"
POINT(-75.89573 45.2934),"45.293","-75.896",Canada,0.012,"21"
POINT(-75.72768 45.38892),"45.389","-75.728",Canada,0.017,"9"
POINT(-75.62764 45.38485),"45.385","-75.628",Canada,0.036,"5"
POINT(-75.74183 45.36059),"45.361","-75.742",Canada,0.015,"7"
POINT(-79.27073 43.69502),"43.695","-79.271",Canada,0.305,"9"
POINT(-79.4358 43.66006),"43.66","-79.436",Canada,0.017,"11"
POINT(-79.39466 43.66867),"43.669","-79.395",Canada,0.008,"4"
POINT(-79.30981 43.74245),"43.742","-79.31",Canada,0.056,"14"
POINT(-79.38373 43.67044),"43.67","-79.384",Canada,0.013,"3"
POINT(-79.33729 43.65494),"43.655","-79.337",Canada,0.038,"21"
POINT(-79.2649 43.72524),"43.725","-79.265",Canada,0.128,"5"
POINT(-75.72093 45.32923),"45.329","-75.721",Canada,0.013,"6"
POINT(-75.70345 45.41683),"45.417","-75.703",Canada,0.014,"3"
POINT(-75.59738 45.37425),"45.374","-75.597",Canada,0.024,"13"
POINT(-75.63367 45.41793),"45.418","-75.634",Canada,0.011,"6"
POINT(-79.46511 43.67896),"43.679","-79.465",Canada,0.061,"3"
POINT(-79.36893 43.65353),"43.654","-79.369",Canada,0.023,"3"
POINT(-79.37281 43.65309),"43.653","-79.373",Canada,0.01,"3"
POINT(-79.36751 43.67435),"43.674","-79.368",Canada,0.006,"6"
POINT(-79.44873 43.69216),"43.692","-79.449",Canada,0.017,"6"
POINT(-79.28601 43.74733),"43.747","-79.286",Canada,0.052,"5"
POINT(-79.28042 43.72942),"43.729","-79.28",Canada,0.045,"4"
POINT(-79.43334 43.65468),"43.655","-79.433",Canada,0.075,"7"
POINT(-79.33434 43.7097),"43.71","-79.334",Canada,0.038,"9"
POINT(-79.359 43.67623),"43.676","-79.359",Canada,0.042,"9"
POINT(-79.40447 43.76301),"43.763","-79.404",Canada,0.169,"38"
POINT(-75.69959 45.4223),"45.422","-75.7",Canada,0.051,"16"
POINT(-75.65399 45.35052),"45.351","-75.654",Canada,0.038,"17"
POINT(-75.69208 45.3548),"45.355","-75.692",Canada,0.003,"3"
POINT(-79.38532 43.64925),"43.649","-79.385",Canada,0.009,"3"
POINT(-79.30663 43.71368),"43.714","-79.307",Canada,0.015,"3"
POINT(-79.45843 43.73057),"43.731","-79.458",Canada,0.044,"6"
POINT(-79.34169 43.79602),"43.796","-79.342",Canada,0.016,"3"
POINT(-79.33855 43.65476),"43.655","-79.339",Canada,0.028,"44"
POINT(-79.50877 43.0819),"43.082","-79.509",Canada,0.184,"3"
POINT(-75.66112 45.41054),"45.411","-75.661",Canada,0.004,"3"
POINT(-75.74719 45.32606),"45.326","-75.747",Canada,0.018,"5"
POINT(-75.74869 45.3647),"45.365","-75.749",Canada,0.008,"4"
POINT(-79.33807 43.82523),"43.825","-79.338",Canada,0.062,"11"
POINT(-79.32691 43.77465),"43.775","-79.327",Canada,0.022,"4"
POINT(-79.39607 43.68775),"43.688","-79.396",Canada,0.015,"3"
POINT(-79.37963 43.65372),"43.654","-79.38",Canada,0.054,"11"
POINT(-79.39059 43.65989),"43.66","-79.391",Canada,0.007,"3"
POINT(-79.33182 43.75979),"43.76","-79.332",Canada,0.029,"3"
POINT(-79.27157 43.76163),"43.762","-79.272",Canada,0.081,"6"
POINT(-79.2764 43.73036),"43.73","-79.276",Canada,0.087,"4"
POINT(-79.4155 43.65501),"43.655","-79.415",Canada,0.024,"4"
POINT(-79.38368 43.65627),"43.656","-79.384",Canada,0.02,"13"
POINT(-79.3841 43.74816),"43.748","-79.384",Canada,0.014,"9"
POINT(-74.64087 45.51665),"45.517","-74.641",Canada,2.215,"13"
POINT(-79.62961 43.69184),"43.692","-79.63",Canada,0.053,"8"
POINT(-79.64112 43.49318),"43.493","-79.641",Canada,0.194,"5"
POINT(-75.80077 45.31333),"45.313","-75.801",Canada,0.015,"6"
POINT(-75.7075 45.41441),"45.414","-75.707",Canada,0.044,"13"
POINT(-75.6632 45.37014),"45.37","-75.663",Canada,0.056,"64"
POINT(-75.89655 45.29453),"45.295","-75.897",Canada,0.003,"3"
POINT(-75.67913 45.41102),"45.411","-75.679",Canada,0.007,"3"
POINT(-79.33929 43.7223),"43.722","-79.339",Canada,0.027,"5"
POINT(-79.38593 43.75743),"43.757","-79.386",Canada,0.272,"40"
POINT(-79.39295 43.74625),"43.746","-79.393",Canada,0.047,"6"
POINT(-79.37967 43.66312),"43.663","-79.38",Canada,0.019,"3"
POINT(-79.40163 43.68651),"43.687","-79.402",Canada,0.024,"8"
POINT(-79.387 43.66019),"43.66","-79.387",Canada,0.022,"4"
POINT(-79.85915 43.25356),"43.254","-79.859",Canada,0.051,"7"
POINT(-79.97186 43.08681),"43.087","-79.972",Canada,1.187,"13"
POINT(-75.97272 45.29366),"45.294","-75.973",Canada,0.003,"3"
POINT(-75.66603 45.40419),"45.404","-75.666",Canada,0.011,"3"
POINT(-75.64878 45.35263),"45.353","-75.649",Canada,0.025,"7"
POINT(-79.54524 43.69369),"43.694","-79.545",Canada,0.133,"8"
POINT(-79.38269 43.67124),"43.671","-79.383",Canada,0.013,"4"
POINT(-79.4028 43.70589),"43.706","-79.403",Canada,0.068,"6"
POINT(-79.38268 43.64974),"43.65","-79.383",Canada,0.015,"3"
POINT(-79.38221 43.65898),"43.659","-79.382",Canada,0.021,"11"
POINT(-79.37588 43.66988),"43.67","-79.376",Canada,0.013,"3"
POINT(-79.53044 43.70848),"43.708","-79.53",Canada,0.201,"3"
POINT(-76.56819 44.24706),"44.247","-76.568",Canada,0.013,"3"
POINT(-84.32194 46.53446),"46.534","-84.322",Canada,0.038,"3"
POINT(-75.6473 45.35367),"45.354","-75.647",Canada,0.033,"28"
POINT(-79.28917 43.69341),"43.693","-79.289",Canada,0.018,"3"
POINT(-79.27226 43.76323),"43.763","-79.272",Canada,0.241,"22"
POINT(-79.05868 43.83709),"43.837","-79.059",Canada,0.52,"5"
POINT(-75.63021 45.41154),"45.412","-75.63",Canada,0.01,"16"
POINT(-75.68784 45.36225),"45.362","-75.688",Canada,0.101,"34"
POINT(-75.7059 45.41718),"45.417","-75.706",Canada,0.006,"3"
POINT(-75.7285 45.38846),"45.388","-75.728",Canada,0.027,"5"
POINT(-75.8363 45.32758),"45.328","-75.836",Canada,0.09,"20"
POINT(-75.72697 45.33973),"45.34","-75.727",Canada,0.033,"38"
POINT(-75.64984 45.35216),"45.352","-75.65",Canada,0.089,"47"
POINT(-75.65546 45.34988),"45.35","-75.655",Canada,0.017,"8"
POINT(-82.37468 42.96059),"42.961","-82.375",Canada,0.006,"3"
POINT(-79.38915 43.64792),"43.648","-79.389",Canada,0.023,"5"
POINT(-79.38775 43.67281),"43.673","-79.388",Canada,0.018,"14"
POINT(-79.3911 43.71123),"43.711","-79.391",Canada,0.019,"5"
POINT(-79.38114 43.64242),"43.642","-79.381",Canada,0.019,"11"
POINT(-79.38943 43.66999),"43.67","-79.389",Canada,0.018,"6"
POINT(-79.45907 43.73201),"43.732","-79.459",Canada,0.018,"17"
POINT(-79.31364 43.75808),"43.758","-79.314",Canada,0.016,"4"
POINT(-79.36834 43.67401),"43.674","-79.368",Canada,0.01,"7"
POINT(-79.38669 43.67017),"43.67","-79.387",Canada,0.012,"11"
POINT(-79.33692 43.71836),"43.718","-79.337",Canada,0.009,"3"
POINT(-79.4565 43.6557),"43.656","-79.456",Canada,0.018,"3"
POINT(-89.23817 48.40546),"48.405","-89.238",Canada,0.067,"3"
POINT(-80.21509 43.34462),"43.345","-80.215",Canada,5.282,"13"
POINT(-75.59478 45.37531),"45.375","-75.595",Canada,0.007,"4"
POINT(-75.75438 45.37714),"45.377","-75.754",Canada,0.006,"3"
POINT(-75.62612 45.4042),"45.404","-75.626",Canada,0.018,"5"
POINT(-79.34998 43.79708),"43.797","-79.35",Canada,0.02,"3"
POINT(-79.37932 43.66865),"43.669","-79.379",Canada,0.038,"13"
POINT(-79.25374 43.78512),"43.785","-79.254",Canada,0.055,"5"
POINT(-79.22896 43.7771),"43.777","-79.229",Canada,0.118,"10"
POINT(-79.38139 43.65765),"43.658","-79.381",Canada,0.123,"70"
POINT(-79.30946 43.7414),"43.741","-79.309",Canada,0.041,"8"
POINT(-79.40977 43.66169),"43.662","-79.41",Canada,0.02,"3"
POINT(-79.4338 43.66951),"43.67","-79.434",Canada,0.021,"3"
POINT(-79.38248 43.72778),"43.728","-79.382",Canada,0.005,"3"
POINT(-79.48375 43.75788),"43.758","-79.484",Canada,0.043,"5"
POINT(-75.6827 45.42527),"45.425","-75.683",Canada,0.021,"5"
POINT(-75.7393 45.36159),"45.362","-75.739",Canada,0.004,"4"
POINT(-75.69647 45.41125),"45.411","-75.696",Canada,0.008,"3"
POINT(-75.76826 45.38355),"45.384","-75.768",Canada,0.041,"6"
POINT(-75.6845 45.37818),"45.378","-75.684",Canada,0.011,"8"
POINT(-75.60458 45.43226),"45.432","-75.605",Canada,0.004,"3"
POINT(-75.71034 45.36087),"45.361","-75.71",Canada,0.007,"3"
POINT(-75.60143 45.43381),"45.434","-75.601",Canada,0.004,"3"
POINT(-75.73176 45.29885),"45.299","-75.732",Canada,0.005,"3"
POINT(-75.6955 45.41103),"45.411","-75.695",Canada,0.013,"6"
POINT(-75.70857 45.41572),"45.416","-75.709",Canada,0.014,"5"
POINT(-75.69752 45.39733),"45.397","-75.698",Canada,0.006,"3"
POINT(-75.71609 45.21798),"45.218","-75.716",Canada,0.016,"12"
POINT(-79.38349 43.65474),"43.655","-79.383",Canada,0.062,"26"
POINT(-79.43329 43.63842),"43.638","-79.433",Canada,0.045,"3"
POINT(-79.30429 43.74305),"43.743","-79.304",Canada,0.027,"9"
POINT(-79.39385 43.68788),"43.688","-79.394",Canada,0.013,"3"
POINT(-79.44747 43.68891),"43.689","-79.447",Canada,0.209,"40"
POINT(-79.38371 43.78689),"43.787","-79.384",Canada,0.066,"3"
POINT(-79.38527 43.65525),"43.655","-79.385",Canada,0.011,"3"
POINT(-79.37949 43.64665),"43.647","-79.379",Canada,0.021,"15"
POINT(-79.34678 43.68472),"43.685","-79.347",Canada,0.017,"3"
POINT(-79.37966 43.65057),"43.651","-79.38",Canada,0.028,"11"
POINT(-79.65056 43.72752),"43.728","-79.651",Canada,0.192,"9"
POINT(-79.9113 43.15673),"43.157","-79.911",Canada,0.011,"3"
POINT(-79.89777 43.19315),"43.193","-79.898",Canada,0.135,"17"
POINT(-79.54723 43.10005),"43.1","-79.547",Canada,0.072,"5"
POINT(-75.72099 45.39193),"45.392","-75.721",Canada,0.027,"6"
POINT(-75.62396 45.40126),"45.401","-75.624",Canada,0.013,"15"
POINT(-75.94091 45.26818),"45.268","-75.941",Canada,0.005,"5"
