Location,Latitude,Longitude,Country,SeverityScore,IncidentsTotal
POINT(-99.19465 19.5825),"19.583","-99.195",Mexico,0.066,"3"
POINT(-99.09021 19.52293),"19.523","-99.09",Mexico,0.217,"83"
POINT(-99.19661 19.53608),"19.536","-99.197",Mexico,0.177,"110"
POINT(-99.20291 19.57702),"19.577","-99.203",Mexico,0.079,"4"
POINT(-99.19431 19.56575),"19.566","-99.194",Mexico,0.13,"8"
POINT(-99.1923 19.51622),"19.516","-99.192",Mexico,0.192,"43"
POINT(-99.23102 19.52525),"19.525","-99.231",Mexico,0.128,"3"
POINT(-99.12237 19.5197),"19.52","-99.122",Mexico,0.023,"9"
POINT(-99.10058 19.51516),"19.515","-99.101",Mexico,0.037,"27"
POINT(-99.11387 19.52157),"19.522","-99.114",Mexico,0.077,"34"
POINT(-99.09961 19.51737),"19.517","-99.1",Mexico,0.01,"3"
POINT(-99.21512 19.54062),"19.541","-99.215",Mexico,0.088,"5"
POINT(-99.17372 19.54987),"19.55","-99.174",Mexico,0.048,"3"
POINT(-99.18365 19.55779),"19.558","-99.184",Mexico,0.199,"17"
POINT(-99.0847 19.52569),"19.526","-99.085",Mexico,0.034,"31"
POINT(-99.09999 19.51661),"19.517","-99.1",Mexico,0.077,"63"
POINT(-99.20263 19.57557),"19.576","-99.203",Mexico,0.191,"19"
POINT(-99.1948 19.58536),"19.585","-99.195",Mexico,0.801,"38"
POINT(-99.19631 19.54147),"19.541","-99.196",Mexico,0.1,"3"
POINT(-99.2035 19.57969),"19.58","-99.203",Mexico,0.117,"52"
POINT(-99.21403 19.54103),"19.541","-99.214",Mexico,0.063,"15"
POINT(-99.18676 19.55782),"19.558","-99.187",Mexico,0.114,"18"
POINT(-99.20622 19.55895),"19.559","-99.206",Mexico,0.036,"5"
POINT(-99.20311 19.53633),"19.536","-99.203",Mexico,0.15,"27"
POINT(-99.10144 19.51411),"19.514","-99.101",Mexico,0.05,"18"
POINT(-99.19883 19.55263),"19.553","-99.199",Mexico,0.089,"3"
POINT(-99.09037 19.50961),"19.51","-99.09",Mexico,0.096,"120"
POINT(-99.21293 19.50985),"19.51","-99.213",Mexico,0.003,"3"
POINT(-99.10542 19.51695),"19.517","-99.105",Mexico,0.076,"25"
POINT(-99.1099 19.51934),"19.519","-99.11",Mexico,0.027,"11"
POINT(-99.099 19.51783),"19.518","-99.099",Mexico,0.128,"145"
POINT(-99.18125 19.55643),"19.556","-99.181",Mexico,0.191,"9"
POINT(-99.20679 19.55191),"19.552","-99.207",Mexico,0.2,"42"
POINT(-99.21545 19.53956),"19.54","-99.215",Mexico,0.028,"10"
POINT(-99.17266 19.54929),"19.549","-99.173",Mexico,0.562,"50"
POINT(-99.11666 19.52074),"19.521","-99.117",Mexico,0.073,"7"
POINT(-99.19635 19.54265),"19.543","-99.196",Mexico,0.048,"3"
POINT(-99.20319 19.54125),"19.541","-99.203",Mexico,0.219,"9"
POINT(-99.22666 19.52605),"19.526","-99.227",Mexico,0.092,"6"
POINT(-99.21239 19.50186),"19.502","-99.212",Mexico,0.053,"8"
POINT(-99.08939 19.52363),"19.524","-99.089",Mexico,0.13,"161"
POINT(-99.19773 19.58648),"19.586","-99.198",Mexico,0.019,"4"
POINT(-99.08816 19.52474),"19.525","-99.088",Mexico,0.029,"13"
POINT(-99.19406 19.58217),"19.582","-99.194",Mexico,0.08,"7"
POINT(-99.19893 19.55121),"19.551","-99.199",Mexico,0.632,"7"
POINT(-99.10874 19.51877),"19.519","-99.109",Mexico,0.01,"4"
POINT(-99.19452 19.57026),"19.57","-99.195",Mexico,0.139,"10"
POINT(-99.20618 19.56081),"19.561","-99.206",Mexico,0.104,"27"
POINT(-99.09431 19.52064),"19.521","-99.094",Mexico,0.016,"5"
POINT(-99.19646 19.57699),"19.577","-99.196",Mexico,0.135,"7"
POINT(-99.19781 19.53615),"19.536","-99.198",Mexico,0.905,"89"
POINT(-99.19466 19.5467),"19.547","-99.195",Mexico,0.032,"3"
POINT(-99.203 19.58152),"19.582","-99.203",Mexico,0.366,"23"
POINT(-99.18836 19.55791),"19.558","-99.188",Mexico,0.37,"10"
POINT(-99.21267 19.53914),"19.539","-99.213",Mexico,0.086,"3"
POINT(-99.20873 19.56737),"19.567","-99.209",Mexico,0.034,"26"
POINT(-99.2111 19.50819),"19.508","-99.211",Mexico,0.072,"10"
POINT(-99.20302 19.56425),"19.564","-99.203",Mexico,0.148,"19"
POINT(-99.21159 19.53977),"19.54","-99.212",Mexico,0.086,"176"
POINT(-99.20252 19.58475),"19.585","-99.203",Mexico,0.314,"13"
POINT(-99.21005 19.5388),"19.539","-99.21",Mexico,0.04,"3"
POINT(-99.19646 19.53021),"19.53","-99.196",Mexico,0.264,"115"
POINT(-99.20581 19.55357),"19.554","-99.206",Mexico,0.028,"26"
POINT(-99.20606 19.55751),"19.558","-99.206",Mexico,0.168,"85"
POINT(-99.19907 19.52758),"19.528","-99.199",Mexico,0.155,"27"
POINT(-99.20859 19.53834),"19.538","-99.209",Mexico,0.025,"11"
POINT(-99.18922 19.53476),"19.535","-99.189",Mexico,0.056,"8"
POINT(-99.08618 19.52516),"19.525","-99.086",Mexico,0.036,"17"
POINT(-99.0983 19.5191),"19.519","-99.098",Mexico,0.075,"67"
POINT(-99.21391 19.53892),"19.539","-99.214",Mexico,0.025,"4"
POINT(-99.10815 19.51836),"19.518","-99.108",Mexico,0.025,"11"
POINT(-99.19644 19.5396),"19.54","-99.196",Mexico,0.031,"3"
POINT(-99.20596 19.55634),"19.556","-99.206",Mexico,0.083,"39"
POINT(-99.23179 19.5332),"19.533","-99.232",Mexico,0.028,"3"
POINT(-99.22353 19.529),"19.529","-99.224",Mexico,0.034,"14"
POINT(-99.11408 19.52118),"19.521","-99.114",Mexico,0.07,"28"
POINT(-99.20677 19.56459),"19.565","-99.207",Mexico,0.125,"31"
POINT(-99.19333 19.53545),"19.535","-99.193",Mexico,0.023,"3"
POINT(-99.20248 19.56545),"19.565","-99.202",Mexico,0.029,"4"
POINT(-99.10333 19.51597),"19.516","-99.103",Mexico,0.031,"14"
POINT(-99.21413 19.54033),"19.54","-99.214",Mexico,0.043,"15"
POINT(-99.20644 19.56328),"19.563","-99.206",Mexico,0.033,"7"
POINT(-99.1238 19.51946),"19.519","-99.124",Mexico,0.289,"54"
POINT(-99.20182 19.53612),"19.536","-99.202",Mexico,0.066,"5"
POINT(-99.10692 19.51777),"19.518","-99.107",Mexico,0.037,"13"
POINT(-99.20238 19.58472),"19.585","-99.202",Mexico,0.395,"57"
POINT(-99.21391 19.57933),"19.579","-99.214",Mexico,0.056,"5"
POINT(-99.19656 19.54659),"19.547","-99.197",Mexico,0.037,"6"
POINT(-99.19458 19.53565),"19.536","-99.195",Mexico,0.087,"142"
POINT(-99.21258 19.54006),"19.54","-99.213",Mexico,0.075,"29"
POINT(-99.19078 19.53521),"19.535","-99.191",Mexico,0.036,"6"
POINT(-99.23477 19.51927),"19.519","-99.235",Mexico,0.012,"3"
POINT(-99.11958 19.52024),"19.52","-99.12",Mexico,0.127,"47"
POINT(-99.17568 19.55234),"19.552","-99.176",Mexico,0.1,"6"
POINT(-99.2026 19.5841),"19.584","-99.203",Mexico,0.102,"5"
POINT(-99.24175 19.41616),"19.416","-99.242",Mexico,0.296,"6"
POINT(-99.21686 19.49299),"19.493","-99.217",Mexico,0.02,"3"
POINT(-99.229 19.4283),"19.428","-99.229",Mexico,0.045,"5"
POINT(-99.22084 19.45761),"19.458","-99.221",Mexico,0.041,"23"
POINT(-99.23433 19.48414),"19.484","-99.234",Mexico,0.028,"3"
POINT(-99.25004 19.49757),"19.498","-99.25",Mexico,0.061,"16"
POINT(-99.22179 19.46015),"19.46","-99.222",Mexico,0.151,"21"
POINT(-99.22143 19.45974),"19.46","-99.221",Mexico,0.035,"5"
POINT(-99.24269 19.49846),"19.498","-99.243",Mexico,0.059,"3"
POINT(-99.2349 19.48626),"19.486","-99.235",Mexico,0.04,"17"
POINT(-99.21526 19.46719),"19.467","-99.215",Mexico,0.292,"9"
POINT(-99.23564 19.48658),"19.487","-99.236",Mexico,0.039,"5"
POINT(-99.23216 19.51416),"19.514","-99.232",Mexico,0.168,"9"
POINT(-99.21531 19.49298),"19.493","-99.215",Mexico,0.049,"33"
POINT(-99.23477 19.51472),"19.515","-99.235",Mexico,0.123,"7"
POINT(-99.24179 19.51761),"19.518","-99.242",Mexico,0.185,"5"
POINT(-99.26641 19.51618),"19.516","-99.266",Mexico,0.089,"27"
POINT(-99.23042 19.47671),"19.477","-99.23",Mexico,0.087,"111"
POINT(-99.20701 19.47109),"19.471","-99.207",Mexico,0.073,"5"
POINT(-99.23077 19.42729),"19.427","-99.231",Mexico,0.059,"3"
POINT(-99.23194 19.47946),"19.479","-99.232",Mexico,0.054,"105"
POINT(-99.21979 19.45322),"19.453","-99.22",Mexico,0.063,"45"
POINT(-99.23044 19.51467),"19.515","-99.23",Mexico,0.047,"3"
POINT(-99.24478 19.51901),"19.519","-99.245",Mexico,0.113,"5"
POINT(-99.25638 19.51939),"19.519","-99.256",Mexico,0.087,"5"
POINT(-99.25213 19.51916),"19.519","-99.252",Mexico,0.205,"10"
POINT(-99.23468 19.48481),"19.485","-99.235",Mexico,0.039,"6"
POINT(-99.24588 19.51904),"19.519","-99.246",Mexico,0.092,"7"
POINT(-99.25554 19.50474),"19.505","-99.256",Mexico,0.071,"5"
POINT(-99.24052 19.4302),"19.43","-99.241",Mexico,0.115,"3"
POINT(-99.2296 19.47536),"19.475","-99.23",Mexico,0.037,"32"
POINT(-99.21627 19.4902),"19.49","-99.216",Mexico,0.034,"5"
POINT(-99.23088 19.47805),"19.478","-99.231",Mexico,0.03,"37"
POINT(-99.22898 19.47393),"19.474","-99.229",Mexico,0.039,"31"
POINT(-99.25144 19.50699),"19.507","-99.251",Mexico,0.018,"3"
POINT(-99.22493 19.46497),"19.465","-99.225",Mexico,0.077,"7"
POINT(-99.22075 19.44362),"19.444","-99.221",Mexico,0.105,"21"
POINT(-99.21682 19.48918),"19.489","-99.217",Mexico,0.108,"6"
POINT(-99.23726 19.5158),"19.516","-99.237",Mexico,0.013,"3"
POINT(-99.22812 19.4726),"19.473","-99.228",Mexico,0.066,"12"
POINT(-99.25338 19.49337),"19.493","-99.253",Mexico,0.034,"5"
POINT(-99.23061 19.51423),"19.514","-99.231",Mexico,0.113,"5"
POINT(-99.25931 19.5073),"19.507","-99.259",Mexico,0.052,"4"
POINT(-99.25143 19.49568),"19.496","-99.251",Mexico,0.032,"3"
POINT(-99.24308 19.51838),"19.518","-99.243",Mexico,0.073,"12"
POINT(-99.22593 19.4673),"19.467","-99.226",Mexico,0.02,"3"
POINT(-99.23171 19.4784),"19.478","-99.232",Mexico,0.041,"41"
POINT(-99.22482 19.43031),"19.43","-99.225",Mexico,0.074,"3"
POINT(-99.23434 19.42455),"19.425","-99.234",Mexico,0.147,"18"
POINT(-99.25011 19.49859),"19.499","-99.25",Mexico,0.043,"10"
POINT(-99.22502 19.46554),"19.466","-99.225",Mexico,0.069,"147"
POINT(-99.24469 19.49265),"19.493","-99.245",Mexico,0.069,"3"
POINT(-99.22105 19.46577),"19.466","-99.221",Mexico,0.046,"3"
POINT(-99.22668 19.46975),"19.47","-99.227",Mexico,0.051,"32"
POINT(-99.22221 19.46574),"19.466","-99.222",Mexico,0.072,"15"
POINT(-99.24276 19.42739),"19.427","-99.243",Mexico,0.346,"7"
POINT(-99.25086 19.5015),"19.502","-99.251",Mexico,0.083,"13"
POINT(-99.22386 19.46648),"19.466","-99.224",Mexico,0.172,"5"
POINT(-99.26505 19.51543),"19.515","-99.265",Mexico,0.076,"10"
POINT(-99.22608 19.46867),"19.469","-99.226",Mexico,0.102,"62"
POINT(-99.21697 19.45445),"19.454","-99.217",Mexico,0.052,"20"
POINT(-99.22922 19.49995),"19.5","-99.229",Mexico,0.234,"7"
POINT(-99.22331 19.46288),"19.463","-99.223",Mexico,0.041,"6"
POINT(-99.24195 19.4951),"19.495","-99.242",Mexico,0.095,"3"
POINT(-99.22752 19.47117),"19.471","-99.228",Mexico,0.062,"46"
POINT(-99.25095 19.50275),"19.503","-99.251",Mexico,0.011,"3"
POINT(-99.22383 19.4657),"19.466","-99.224",Mexico,0.078,"139"
POINT(-99.21918 19.48198),"19.482","-99.219",Mexico,0.237,"8"
POINT(-99.25269 19.50269),"19.503","-99.253",Mexico,0.021,"3"
POINT(-99.23076 19.43661),"19.437","-99.231",Mexico,0.162,"6"
POINT(-99.21987 19.45485),"19.455","-99.22",Mexico,0.065,"38"
POINT(-99.23495 19.4661),"19.466","-99.235",Mexico,0.218,"15"
POINT(-99.22387 19.4642),"19.464","-99.224",Mexico,0.036,"6"
POINT(-99.25068 19.50039),"19.5","-99.251",Mexico,0.035,"3"
POINT(-99.2323 19.42628),"19.426","-99.232",Mexico,0.1,"3"
POINT(-99.22116 19.45888),"19.459","-99.221",Mexico,0.076,"68"
POINT(-99.22516 19.46707),"19.467","-99.225",Mexico,0.088,"56"
POINT(-99.2579 19.51904),"19.519","-99.258",Mexico,0.145,"12"
POINT(-99.21838 19.45499),"19.455","-99.218",Mexico,0.056,"3"
POINT(-99.23177 19.51482),"19.515","-99.232",Mexico,0.064,"8"
POINT(-99.23486 19.41757),"19.418","-99.235",Mexico,0.037,"3"
POINT(-99.25024 19.50178),"19.502","-99.25",Mexico,0.015,"4"
POINT(-99.2263 19.45899),"19.459","-99.226",Mexico,0.109,"5"
POINT(-99.22786 19.42847),"19.428","-99.228",Mexico,0.048,"6"
POINT(-99.21959 19.45597),"19.456","-99.22",Mexico,0.06,"61"
POINT(-99.24839 19.5976),"19.598","-99.248",Mexico,0.03,"4"
POINT(-99.23422 19.53067),"19.531","-99.234",Mexico,0.022,"3"
POINT(-99.22558 19.58109),"19.581","-99.226",Mexico,0.037,"4"
POINT(-99.22786 19.5836),"19.584","-99.228",Mexico,0.098,"4"
POINT(-99.22273 19.57972),"19.58","-99.223",Mexico,0.241,"37"
POINT(-99.22669 19.59424),"19.594","-99.227",Mexico,0.059,"8"
POINT(-99.22767 19.58226),"19.582","-99.228",Mexico,0.124,"28"
POINT(-99.27238 19.55081),"19.551","-99.272",Mexico,0.088,"3"
POINT(-99.23752 19.60901),"19.609","-99.238",Mexico,0.084,"6"
POINT(-99.2169 19.5798),"19.58","-99.217",Mexico,0.143,"20"
POINT(-99.27204 19.54676),"19.547","-99.272",Mexico,0.107,"3"
POINT(-99.26048 19.55479),"19.555","-99.26",Mexico,0.108,"5"
POINT(-99.26179 19.52664),"19.527","-99.262",Mexico,0.029,"3"
POINT(-99.25973 19.55498),"19.555","-99.26",Mexico,0.222,"5"
POINT(-99.22722 19.58832),"19.588","-99.227",Mexico,0.258,"33"
POINT(-99.22079 19.57967),"19.58","-99.221",Mexico,0.055,"5"
POINT(-99.22688 19.59206),"19.592","-99.227",Mexico,0.2,"3"
POINT(-99.2277 19.58526),"19.585","-99.228",Mexico,0.509,"34"
POINT(-99.26361 19.55391),"19.554","-99.264",Mexico,0.119,"21"
POINT(-99.21555 19.57959),"19.58","-99.216",Mexico,0.215,"41"
POINT(-99.26107 19.57965),"19.58","-99.261",Mexico,0.071,"3"
POINT(-99.25572 19.59288),"19.593","-99.256",Mexico,0.154,"34"
POINT(-99.22753 19.58638),"19.586","-99.228",Mexico,0.135,"6"
POINT(-99.25797 19.55504),"19.555","-99.258",Mexico,0.101,"8"
POINT(-99.227 19.59072),"19.591","-99.227",Mexico,0.241,"18"
POINT(-99.26129 19.52662),"19.527","-99.261",Mexico,0.114,"3"
POINT(-99.22691 19.58845),"19.588","-99.227",Mexico,0.153,"5"
POINT(-99.22928 19.58881),"19.589","-99.229",Mexico,0.176,"3"
POINT(-99.23614 19.60953),"19.61","-99.236",Mexico,0.032,"8"
POINT(-99.22719 19.58901),"19.589","-99.227",Mexico,0.026,"3"
POINT(-99.22501 19.5973),"19.597","-99.225",Mexico,0.127,"3"
POINT(-99.22664 19.5932),"19.593","-99.227",Mexico,0.168,"4"
POINT(-99.22354 19.58),"19.58","-99.224",Mexico,0.261,"45"
POINT(-99.21777 19.57993),"19.58","-99.218",Mexico,0.033,"3"
POINT(-99.22636 19.58136),"19.581","-99.226",Mexico,0.308,"20"
POINT(-99.27313 19.54526),"19.545","-99.273",Mexico,0.069,"3"
POINT(-99.12213 19.63161),"19.632","-99.122",Mexico,0.006,"3"
POINT(-99.10139 19.63509),"19.635","-99.101",Mexico,0.167,"22"
POINT(-99.12077 19.63216),"19.632","-99.121",Mexico,0.045,"13"
POINT(-99.1247 19.63072),"19.631","-99.125",Mexico,0.065,"5"
POINT(-99.11929 19.63282),"19.633","-99.119",Mexico,0.077,"17"
POINT(-99.12368 19.63106),"19.631","-99.124",Mexico,0.01,"3"
POINT(-99.11209 19.63555),"19.636","-99.112",Mexico,0.029,"3"
POINT(-99.12606 19.6305),"19.631","-99.126",Mexico,0.052,"9"
POINT(-99.87103 19.98365),"19.984","-99.871",Mexico,0.536,"31"
POINT(-102.27826 20.02888),"20.029","-102.278",Mexico,0.062,"5"
POINT(-101.95509 18.45505),"18.455","-101.955",Mexico,0.402,"12"
POINT(-101.89724 18.39595),"18.396","-101.897",Mexico,1.425,"116"
POINT(-101.93039 18.45347),"18.453","-101.93",Mexico,0.229,"14"
POINT(-101.23823 19.68808),"19.688","-101.238",Mexico,0.137,"24"
POINT(-101.22101 19.67339),"19.673","-101.221",Mexico,0.007,"3"
POINT(-101.22374 19.6676),"19.668","-101.224",Mexico,0.021,"7"
POINT(-101.2233 19.67675),"19.677","-101.223",Mexico,0.018,"6"
POINT(-101.27126 19.69407),"19.694","-101.271",Mexico,0.361,"12"
POINT(-101.24375 19.70029),"19.7","-101.244",Mexico,0.029,"14"
POINT(-101.24994 19.69862),"19.699","-101.25",Mexico,0.026,"5"
POINT(-101.22577 19.67685),"19.677","-101.226",Mexico,0.027,"7"
POINT(-101.2193 19.67702),"19.677","-101.219",Mexico,0.116,"9"
POINT(-101.26737 19.69502),"19.695","-101.267",Mexico,0.064,"4"
POINT(-101.23724 19.68559),"19.686","-101.237",Mexico,0.051,"8"
POINT(-101.2354 19.68132),"19.681","-101.235",Mexico,0.158,"33"
POINT(-101.33666 19.55585),"19.556","-101.337",Mexico,0.051,"8"
POINT(-101.23179 19.67761),"19.678","-101.232",Mexico,0.173,"33"
POINT(-101.23308 19.67813),"19.678","-101.233",Mexico,0.097,"12"
POINT(-101.21747 19.67571),"19.676","-101.217",Mexico,0.014,"3"
POINT(-101.22597 19.66519),"19.665","-101.226",Mexico,0.028,"14"
POINT(-101.22081 19.67396),"19.674","-101.221",Mexico,0.01,"3"
POINT(-101.21071 19.70193),"19.702","-101.211",Mexico,0.027,"3"
POINT(-101.23479 19.70312),"19.703","-101.235",Mexico,0.054,"3"
POINT(-101.23234 19.71316),"19.713","-101.232",Mexico,0.246,"15"
POINT(-101.2702 19.63729),"19.637","-101.27",Mexico,0.014,"5"
POINT(-101.21758 19.68015),"19.68","-101.218",Mexico,0.035,"3"
POINT(-101.91779 19.35537),"19.355","-101.918",Mexico,0.117,"5"
POINT(-101.89651 19.32861),"19.329","-101.897",Mexico,0.053,"3"
POINT(-102.03367 19.39887),"19.399","-102.034",Mexico,0.122,"7"
POINT(-102.01578 19.42425),"19.424","-102.016",Mexico,0.013,"3"
POINT(-102.02568 19.41194),"19.412","-102.026",Mexico,0.068,"15"
POINT(-102.00763 19.42277),"19.423","-102.008",Mexico,0.044,"7"
POINT(-102.02642 19.41067),"19.411","-102.026",Mexico,0.328,"32"
POINT(-102.03375 19.39958),"19.4","-102.034",Mexico,0.02,"3"
POINT(-102.00875 19.42319),"19.423","-102.009",Mexico,0.06,"9"
POINT(-102.55557 20.25902),"20.259","-102.556",Mexico,0.173,"17"
POINT(-102.5361 20.2663),"20.266","-102.536",Mexico,0.247,"18"
POINT(-102.0327 20.32105),"20.321","-102.033",Mexico,0.11,"3"
POINT(-101.8903 19.22549),"19.225","-101.89",Mexico,0.023,"3"
POINT(-101.91156 19.20046),"19.2","-101.912",Mexico,0.063,"3"
POINT(-101.96724 19.4172),"19.417","-101.967",Mexico,0.351,"9"
POINT(-101.9599 19.16465),"19.165","-101.96",Mexico,0.297,"11"
POINT(-98.91585 18.7983),"18.798","-98.916",Mexico,0.218,"34"
POINT(-98.92983 18.84544),"18.845","-98.93",Mexico,0.044,"3"
POINT(-98.91584 18.79711),"18.797","-98.916",Mexico,0.02,"3"
POINT(-98.95155 18.86685),"18.867","-98.952",Mexico,0.075,"5"
POINT(-98.93677 18.8054),"18.805","-98.937",Mexico,0.234,"23"
POINT(-98.94976 18.86479),"18.865","-98.95",Mexico,0.075,"3"
POINT(-98.93886 18.85346),"18.853","-98.939",Mexico,0.03,"5"
POINT(-99.22089 18.8604),"18.86","-99.221",Mexico,0.016,"4"
POINT(-99.12187 18.8823),"18.882","-99.122",Mexico,0.015,"3"
POINT(-99.12618 18.88942),"18.889","-99.126",Mexico,0.043,"7"
POINT(-99.12724 18.89076),"18.891","-99.127",Mexico,0.04,"7"
POINT(-99.1286 18.89172),"18.892","-99.129",Mexico,0.123,"33"
POINT(-99.02901 18.89283),"18.893","-99.029",Mexico,0.151,"14"
POINT(-98.98902 18.88954),"18.89","-98.989",Mexico,0.39,"14"
POINT(-99.04084 18.89406),"18.894","-99.041",Mexico,0.05,"5"
POINT(-99.05303 18.87836),"18.878","-99.053",Mexico,0.025,"4"
POINT(-98.98224 18.89965),"18.9","-98.982",Mexico,0.014,"3"
POINT(-99.00672 18.89317),"18.893","-99.007",Mexico,0.215,"7"
POINT(-99.1253 18.88867),"18.889","-99.125",Mexico,0.089,"25"
POINT(-99.05659 18.87513),"18.875","-99.057",Mexico,0.037,"6"
POINT(-99.05461 18.87676),"18.877","-99.055",Mexico,0.131,"14"
POINT(-99.02573 18.89155),"18.892","-99.026",Mexico,0.043,"11"
POINT(-99.08129 18.8698),"18.87","-99.081",Mexico,0.022,"5"
POINT(-99.02336 18.89229),"18.892","-99.023",Mexico,0.05,"3"
POINT(-98.97401 18.89204),"18.892","-98.974",Mexico,0.057,"3"
POINT(-99.01733 18.89386),"18.894","-99.017",Mexico,0.058,"4"
POINT(-99.01917 18.89338),"18.893","-99.019",Mexico,0.114,"16"
POINT(-98.971 18.88847),"18.888","-98.971",Mexico,0.041,"5"
POINT(-99.08367 18.86865),"18.869","-99.084",Mexico,0.014,"3"
POINT(-99.03167 18.89398),"18.894","-99.032",Mexico,0.06,"3"
POINT(-99.12478 18.88736),"18.887","-99.125",Mexico,0.048,"10"
POINT(-99.24176 19.05751),"19.058","-99.242",Mexico,0.02,"3"
POINT(-99.24588 18.9586),"18.959","-99.246",Mexico,0.258,"4"
POINT(-99.24671 18.96606),"18.966","-99.247",Mexico,0.028,"3"
POINT(-99.22692 18.89428),"18.894","-99.227",Mexico,0.061,"13"
POINT(-99.2307 18.95197),"18.952","-99.231",Mexico,0.012,"3"
POINT(-99.21113 18.90798),"18.908","-99.211",Mexico,0.101,"23"
POINT(-99.23486 18.94926),"18.949","-99.235",Mexico,0.16,"5"
POINT(-99.22613 18.87502),"18.875","-99.226",Mexico,0.031,"7"
POINT(-99.22685 18.89573),"18.896","-99.227",Mexico,0.1,"20"
POINT(-99.20291 18.92159),"18.922","-99.203",Mexico,0.015,"17"
POINT(-99.23119 18.95524),"18.955","-99.231",Mexico,0.081,"3"
POINT(-99.22927 18.87938),"18.879","-99.229",Mexico,0.025,"3"
POINT(-99.22949 18.88108),"18.881","-99.229",Mexico,0.014,"3"
POINT(-99.21725 18.842),"18.842","-99.217",Mexico,0.065,"5"
POINT(-105.34115 20.95268),"20.953","-105.341",Mexico,0.358,"5"
POINT(-105.29071 20.99005),"20.99","-105.291",Mexico,0.705,"33"
POINT(-105.22929 21.06293),"21.063","-105.229",Mexico,0.016,"5"
POINT(-105.22358 21.0708),"21.071","-105.224",Mexico,0.046,"11"
POINT(-105.33806 20.95324),"20.953","-105.338",Mexico,0.873,"12"
POINT(-105.21885 21.07465),"21.075","-105.219",Mexico,0.015,"4"
POINT(-105.2123 21.07832),"21.078","-105.212",Mexico,0.052,"12"
POINT(-105.211 21.07907),"21.079","-105.211",Mexico,0.011,"3"
POINT(-105.27904 20.72231),"20.722","-105.279",Mexico,0.037,"7"
POINT(-105.33102 20.75329),"20.753","-105.331",Mexico,0.072,"5"
POINT(-105.34166 20.75843),"20.758","-105.342",Mexico,0.01,"3"
POINT(-105.42163 20.84588),"20.846","-105.422",Mexico,2.001,"66"
POINT(-105.33763 20.75617),"20.756","-105.338",Mexico,0.214,"15"
POINT(-105.33562 20.75502),"20.755","-105.336",Mexico,0.022,"3"
POINT(-105.28349 20.73094),"20.731","-105.283",Mexico,0.046,"5"
POINT(-100.40712 25.94169),"25.942","-100.407",Mexico,0.107,"11"
POINT(-100.40662 25.94137),"25.941","-100.407",Mexico,0.005,"3"
POINT(-100.20926 25.77636),"25.776","-100.209",Mexico,0.01,"3"
POINT(-100.22762 25.82716),"25.827","-100.228",Mexico,0.079,"10"
POINT(-100.26223 25.77076),"25.771","-100.262",Mexico,0.005,"3"
POINT(-100.26015 25.80859),"25.809","-100.26",Mexico,0.049,"9"
POINT(-100.23631 25.75382),"25.754","-100.236",Mexico,0.072,"20"
POINT(-100.17439 25.72524),"25.725","-100.174",Mexico,0.232,"5"
POINT(-100.16307 25.70868),"25.709","-100.163",Mexico,0.031,"29"
POINT(-100.23855 25.78438),"25.784","-100.239",Mexico,0.053,"15"
POINT(-100.16488 25.72696),"25.727","-100.165",Mexico,0.104,"6"
POINT(-100.26037 25.77311),"25.773","-100.26",Mexico,0.061,"13"
POINT(-100.20008 25.77176),"25.772","-100.2",Mexico,0.046,"19"
POINT(-100.1929 25.76381),"25.764","-100.193",Mexico,0.012,"3"
POINT(-100.25475 25.76248),"25.762","-100.255",Mexico,0.073,"4"
POINT(-100.20326 25.74446),"25.744","-100.203",Mexico,0.032,"34"
POINT(-100.23011 25.75084),"25.751","-100.23",Mexico,0.041,"5"
POINT(-100.1892 25.73881),"25.739","-100.189",Mexico,0.025,"3"
POINT(-100.24838 25.75672),"25.757","-100.248",Mexico,0.042,"5"
POINT(-100.24098 25.78468),"25.785","-100.241",Mexico,0.02,"6"
POINT(-100.23769 25.78416),"25.784","-100.238",Mexico,0.013,"5"
POINT(-100.16696 25.71411),"25.714","-100.167",Mexico,0.036,"15"
POINT(-100.2674 25.78528),"25.785","-100.267",Mexico,0.034,"5"
POINT(-100.16739 25.70546),"25.705","-100.167",Mexico,0.008,"3"
POINT(-100.26521 25.77173),"25.772","-100.265",Mexico,0.078,"6"
POINT(-100.17615 25.72097),"25.721","-100.176",Mexico,0.289,"5"
POINT(-100.16863 25.71448),"25.714","-100.169",Mexico,0.033,"4"
POINT(-100.25721 25.79118),"25.791","-100.257",Mexico,0.051,"3"
POINT(-100.14929 25.7081),"25.708","-100.149",Mexico,0.116,"6"
POINT(-100.22374 25.82237),"25.822","-100.224",Mexico,0.111,"16"
POINT(-100.19071 25.76676),"25.767","-100.191",Mexico,0.028,"6"
POINT(-100.18859 25.78058),"25.781","-100.189",Mexico,0.021,"3"
POINT(-100.23055 25.82912),"25.829","-100.231",Mexico,0.182,"25"
POINT(-100.20568 25.74032),"25.74","-100.206",Mexico,0.014,"3"
POINT(-100.17972 25.7449),"25.745","-100.18",Mexico,0.011,"5"
POINT(-100.19238 25.76501),"25.765","-100.192",Mexico,0.012,"3"
POINT(-100.22104 25.82015),"25.82","-100.221",Mexico,0.095,"24"
POINT(-100.16297 25.73071),"25.731","-100.163",Mexico,0.012,"5"
POINT(-100.22344 25.78827),"25.788","-100.223",Mexico,0.107,"6"
