Location,Latitude,Longitude,Country,SeverityScore,IncidentsTotal
POINT(-99.02499 19.35763),"19.358","-99.025",Mexico,0.061,"6"
POINT(-99.06442 19.33802),"19.338","-99.064",Mexico,0.077,"26"
POINT(-99.04673 19.37258),"19.373","-99.047",Mexico,0.049,"7"
POINT(-99.03297 19.36392),"19.364","-99.033",Mexico,0.714,"91"
POINT(-99.10911 19.36652),"19.367","-99.109",Mexico,0.056,"6"
POINT(-99.09711 19.37631),"19.376","-99.097",Mexico,0.036,"5"
POINT(-99.12209 19.3801),"19.38","-99.122",Mexico,0.188,"17"
POINT(-99.10932 19.37835),"19.378","-99.109",Mexico,0.136,"10"
POINT(-99.04907 19.36232),"19.362","-99.049",Mexico,0.406,"66"
POINT(-99.07615 19.38287),"19.383","-99.076",Mexico,0.075,"4"
POINT(-99.06691 19.38386),"19.384","-99.067",Mexico,0.042,"3"
POINT(-99.0934 19.32179),"19.322","-99.093",Mexico,0.026,"6"
POINT(-99.03723 19.37804),"19.378","-99.037",Mexico,0.061,"4"
POINT(-99.0137 19.37405),"19.374","-99.014",Mexico,0.302,"8"
POINT(-99.07565 19.38453),"19.385","-99.076",Mexico,0.107,"23"
POINT(-99.01821 19.36997),"19.37","-99.018",Mexico,0.069,"4"
POINT(-98.99439 19.35969),"19.36","-98.994",Mexico,0.062,"3"
POINT(-99.06887 19.28487),"19.285","-99.069",Mexico,0.051,"3"
POINT(-99.12736 19.2843),"19.284","-99.127",Mexico,0.061,"17"
POINT(-99.09346 19.29849),"19.298","-99.093",Mexico,0.097,"6"
POINT(-99.12513 19.28423),"19.284","-99.125",Mexico,0.011,"3"
POINT(-99.13403 19.28013),"19.28","-99.134",Mexico,0.186,"9"
POINT(-99.10015 19.29562),"19.296","-99.1",Mexico,0.039,"11"
POINT(-99.10171 19.2943),"19.294","-99.102",Mexico,0.021,"5"
POINT(-99.09215 19.29862),"19.299","-99.092",Mexico,0.019,"3"
POINT(-99.1275 19.26878),"19.269","-99.127",Mexico,0.161,"5"
POINT(-99.12762 19.26687),"19.267","-99.128",Mexico,0.108,"3"
POINT(-99.12591 19.46082),"19.461","-99.126",Mexico,0.096,"5"
POINT(-99.13703 19.40775),"19.408","-99.137",Mexico,0.103,"8"
POINT(-99.16224 19.45948),"19.459","-99.162",Mexico,0.011,"3"
POINT(-99.15454 19.4424),"19.442","-99.155",Mexico,0.048,"3"
POINT(-99.14158 19.46457),"19.465","-99.142",Mexico,0.06,"14"
POINT(-99.16211 19.44251),"19.443","-99.162",Mexico,0.11,"4"
POINT(-99.12442 19.45325),"19.453","-99.124",Mexico,0.135,"3"
POINT(-99.16484 19.41601),"19.416","-99.165",Mexico,0.075,"3"
POINT(-99.13671 19.41449),"19.414","-99.137",Mexico,0.362,"9"
POINT(-99.13034 19.45315),"19.453","-99.13",Mexico,0.108,"11"
POINT(-99.15913 19.45902),"19.459","-99.159",Mexico,0.194,"56"
POINT(-99.16186 19.46019),"19.46","-99.162",Mexico,0.033,"16"
POINT(-99.16482 19.44651),"19.447","-99.165",Mexico,0.01,"3"
POINT(-99.12463 19.45183),"19.452","-99.125",Mexico,0.041,"3"
POINT(-99.17981 19.40657),"19.407","-99.18",Mexico,0.154,"3"
POINT(-99.14396 19.46338),"19.463","-99.144",Mexico,0.165,"12"
POINT(-99.14311 19.46294),"19.463","-99.143",Mexico,0.01,"3"
POINT(-99.16318 19.41348),"19.413","-99.163",Mexico,0.18,"4"
POINT(-99.13468 19.40846),"19.408","-99.135",Mexico,0.675,"24"
POINT(-99.14398 19.46185),"19.462","-99.144",Mexico,0.061,"31"
POINT(-99.12954 19.40787),"19.408","-99.13",Mexico,0.058,"4"
POINT(-99.16356 19.45346),"19.453","-99.164",Mexico,0.03,"5"
POINT(-99.16211 19.426),"19.426","-99.162",Mexico,0.117,"11"
POINT(-99.14826 19.45727),"19.457","-99.148",Mexico,0.122,"68"
POINT(-99.15903 19.44125),"19.441","-99.159",Mexico,0.194,"7"
POINT(-99.16587 19.41708),"19.417","-99.166",Mexico,0.189,"3"
POINT(-99.16447 19.41774),"19.418","-99.164",Mexico,0.137,"17"
POINT(-99.18406 19.40801),"19.408","-99.184",Mexico,0.068,"9"
POINT(-99.16152 19.40711),"19.407","-99.162",Mexico,0.26,"12"
POINT(-99.14587 19.4523),"19.452","-99.146",Mexico,0.073,"3"
POINT(-99.17166 19.4057),"19.406","-99.172",Mexico,0.131,"5"
POINT(-99.1495 19.40679),"19.407","-99.149",Mexico,0.027,"3"
POINT(-99.12882 19.40654),"19.407","-99.129",Mexico,0.053,"4"
POINT(-99.17 19.43136),"19.431","-99.17",Mexico,0.03,"4"
POINT(-99.1691 19.43701),"19.437","-99.169",Mexico,0.063,"49"
POINT(-99.14506 19.46259),"19.463","-99.145",Mexico,0.039,"4"
POINT(-99.13563 19.42342),"19.423","-99.136",Mexico,0.344,"5"
POINT(-99.13454 19.45383),"19.454","-99.135",Mexico,0.027,"3"
POINT(-99.16333 19.44266),"19.443","-99.163",Mexico,0.088,"3"
POINT(-99.15339 19.45187),"19.452","-99.153",Mexico,0.056,"3"
POINT(-99.14441 19.45615),"19.456","-99.144",Mexico,0.044,"3"
POINT(-99.16317 19.45775),"19.458","-99.163",Mexico,0.067,"7"
POINT(-99.16062 19.46162),"19.462","-99.161",Mexico,0.078,"7"
POINT(-99.16351 19.4562),"19.456","-99.164",Mexico,0.192,"46"
POINT(-99.17156 19.40372),"19.404","-99.172",Mexico,0.038,"3"
POINT(-99.15257 19.46326),"19.463","-99.153",Mexico,0.023,"3"
POINT(-99.1333 19.46478),"19.465","-99.133",Mexico,0.023,"5"
POINT(-99.15782 19.45884),"19.459","-99.158",Mexico,0.019,"5"
POINT(-99.15196 19.45797),"19.458","-99.152",Mexico,0.035,"3"
POINT(-99.15656 19.45865),"19.459","-99.157",Mexico,0.061,"13"
POINT(-99.15531 19.43981),"19.44","-99.155",Mexico,0.019,"3"
POINT(-99.13716 19.45451),"19.455","-99.137",Mexico,0.035,"7"
POINT(-99.16793 19.43874),"19.439","-99.168",Mexico,0.013,"3"
POINT(-99.14528 19.46126),"19.461","-99.145",Mexico,0.06,"7"
POINT(-99.14401 19.46432),"19.464","-99.144",Mexico,0.053,"35"
POINT(-99.16441 19.41886),"19.419","-99.164",Mexico,0.171,"10"
POINT(-99.13165 19.45323),"19.453","-99.132",Mexico,0.496,"44"
POINT(-99.14277 19.46428),"19.464","-99.143",Mexico,0.031,"20"
POINT(-99.16851 19.43574),"19.436","-99.169",Mexico,0.059,"3"
POINT(-99.14784 19.44348),"19.443","-99.148",Mexico,0.292,"8"
POINT(-99.12844 19.46214),"19.462","-99.128",Mexico,0.037,"5"
POINT(-99.14467 19.40705),"19.407","-99.145",Mexico,0.063,"3"
POINT(-99.15454 19.4952),"19.495","-99.155",Mexico,0.061,"4"
POINT(-99.17443 19.46892),"19.469","-99.174",Mexico,0.064,"3"
POINT(-99.15913 19.46433),"19.464","-99.159",Mexico,0.022,"10"
POINT(-99.14641 19.47388),"19.474","-99.146",Mexico,0.079,"48"
POINT(-99.15487 19.49545),"19.495","-99.155",Mexico,0.094,"46"
POINT(-99.17792 19.46018),"19.46","-99.178",Mexico,0.032,"3"
POINT(-99.21137 19.50695),"19.507","-99.211",Mexico,0.178,"48"
POINT(-99.15082 19.48508),"19.485","-99.151",Mexico,0.047,"3"
POINT(-99.14378 19.46738),"19.467","-99.144",Mexico,0.118,"77"
POINT(-99.1878 19.46573),"19.466","-99.188",Mexico,0.217,"5"
POINT(-99.16518 19.49158),"19.492","-99.165",Mexico,0.182,"7"
POINT(-99.16464 19.47801),"19.478","-99.165",Mexico,0.12,"7"
POINT(-99.17761 19.46183),"19.462","-99.178",Mexico,0.045,"3"
POINT(-99.21177 19.50249),"19.502","-99.212",Mexico,0.039,"10"
POINT(-99.17664 19.50447),"19.504","-99.177",Mexico,0.123,"4"
POINT(-99.21187 19.50392),"19.504","-99.212",Mexico,0.138,"21"
POINT(-99.16346 19.45877),"19.459","-99.163",Mexico,0.031,"5"
POINT(-99.14705 19.4758),"19.476","-99.147",Mexico,0.608,"202"
POINT(-99.20461 19.47231),"19.472","-99.205",Mexico,0.091,"10"
POINT(-99.21706 19.48738),"19.487","-99.217",Mexico,0.087,"78"
POINT(-99.2054 19.47194),"19.472","-99.205",Mexico,0.179,"5"
POINT(-99.17185 19.46122),"19.461","-99.172",Mexico,0.112,"23"
POINT(-99.1759 19.46839),"19.468","-99.176",Mexico,0.059,"41"
POINT(-99.21418 19.49587),"19.496","-99.214",Mexico,0.047,"13"
POINT(-99.17276 19.46948),"19.469","-99.173",Mexico,0.053,"4"
POINT(-99.17015 19.46077),"19.461","-99.17",Mexico,0.033,"8"
POINT(-99.15219 19.4891),"19.489","-99.152",Mexico,0.059,"8"
POINT(-99.145 19.47042),"19.47","-99.145",Mexico,0.384,"45"
POINT(-99.21576 19.49156),"19.492","-99.216",Mexico,0.074,"3"
POINT(-99.19861 19.4798),"19.48","-99.199",Mexico,0.045,"3"
POINT(-99.14511 19.47085),"19.471","-99.145",Mexico,0.131,"32"
POINT(-99.19231 19.47812),"19.478","-99.192",Mexico,0.445,"10"
POINT(-99.17737 19.46585),"19.466","-99.177",Mexico,0.046,"3"
POINT(-99.18097 19.47004),"19.47","-99.181",Mexico,0.118,"3"
POINT(-99.1869 19.46954),"19.47","-99.187",Mexico,0.067,"3"
POINT(-99.19127 19.36807),"19.368","-99.191",Mexico,0.027,"3"
POINT(-99.18273 19.38575),"19.386","-99.183",Mexico,0.044,"9"
POINT(-99.18576 19.3915),"19.392","-99.186",Mexico,0.089,"11"
POINT(-99.19093 19.36554),"19.366","-99.191",Mexico,0.115,"13"
POINT(-99.16087 19.38503),"19.385","-99.161",Mexico,0.119,"3"
POINT(-99.18637 19.38592),"19.386","-99.186",Mexico,0.054,"3"
POINT(-99.18816 19.39113),"19.391","-99.188",Mexico,0.025,"3"
POINT(-99.15588 19.39834),"19.398","-99.156",Mexico,0.031,"3"
POINT(-99.15498 19.39581),"19.396","-99.155",Mexico,0.053,"5"
POINT(-99.2165 19.44265),"19.443","-99.216",Mexico,0.075,"42"
POINT(-99.20598 19.44785),"19.448","-99.206",Mexico,0.06,"15"
POINT(-99.19213 19.44232),"19.442","-99.192",Mexico,0.033,"9"
POINT(-99.22496 19.42051),"19.421","-99.225",Mexico,0.125,"6"
POINT(-99.1788 19.45906),"19.459","-99.179",Mexico,0.158,"6"
POINT(-99.18022 19.39972),"19.4","-99.18",Mexico,0.054,"3"
POINT(-99.16997 19.43574),"19.436","-99.17",Mexico,0.074,"14"
POINT(-99.22927 19.41389),"19.414","-99.229",Mexico,0.017,"3"
POINT(-99.19533 19.42035),"19.42","-99.195",Mexico,0.047,"4"
POINT(-99.1877 19.40392),"19.404","-99.188",Mexico,0.176,"8"
POINT(-99.2096 19.44963),"19.45","-99.21",Mexico,0.036,"8"
POINT(-99.21966 19.44395),"19.444","-99.22",Mexico,0.126,"14"
POINT(-99.21131 19.43424),"19.434","-99.211",Mexico,0.039,"10"
POINT(-99.18846 19.45943),"19.459","-99.188",Mexico,0.036,"5"
POINT(-99.18365 19.45883),"19.459","-99.184",Mexico,0.033,"3"
POINT(-99.21531 19.44098),"19.441","-99.215",Mexico,0.086,"12"
POINT(-99.16416 19.45346),"19.453","-99.164",Mexico,0.036,"3"
POINT(-99.18007 19.45635),"19.456","-99.18",Mexico,0.14,"20"
POINT(-99.16441 19.45081),"19.451","-99.164",Mexico,0.07,"5"
POINT(-99.214 19.43836),"19.438","-99.214",Mexico,0.067,"13"
POINT(-99.21244 19.4355),"19.436","-99.212",Mexico,0.094,"19"
POINT(-99.17963 19.45767),"19.458","-99.18",Mexico,0.095,"4"
POINT(-99.18509 19.40085),"19.401","-99.185",Mexico,0.051,"3"
POINT(-99.21693 19.45389),"19.454","-99.217",Mexico,0.035,"5"
POINT(-99.16746 19.44473),"19.445","-99.167",Mexico,0.086,"6"
POINT(-99.21356 19.43702),"19.437","-99.214",Mexico,0.294,"30"
POINT(-99.22453 19.43252),"19.433","-99.225",Mexico,0.123,"3"
POINT(-99.21796 19.4441),"19.444","-99.218",Mexico,0.052,"28"
POINT(-99.22927 19.41619),"19.416","-99.229",Mexico,0.009,"3"
POINT(-99.22829 19.40757),"19.408","-99.228",Mexico,0.028,"3"
POINT(-99.20134 19.45825),"19.458","-99.201",Mexico,0.064,"4"
POINT(-99.21279 19.4298),"19.43","-99.213",Mexico,0.075,"12"
POINT(-99.20891 19.44923),"19.449","-99.209",Mexico,0.036,"5"
POINT(-99.16861 19.4379),"19.438","-99.169",Mexico,0.043,"10"
POINT(-99.2193 19.43804),"19.438","-99.219",Mexico,0.495,"7"
POINT(-99.18153 19.43276),"19.433","-99.182",Mexico,0.029,"3"
POINT(-99.21271 19.43662),"19.437","-99.213",Mexico,0.023,"5"
POINT(-99.21718 19.44369),"19.444","-99.217",Mexico,0.053,"11"
POINT(-99.16564 19.44367),"19.444","-99.166",Mexico,0.09,"20"
POINT(-99.22373 19.42148),"19.421","-99.224",Mexico,1.26,"30"
POINT(-99.21696 19.42852),"19.429","-99.217",Mexico,0.032,"17"
POINT(-99.24859 19.39013),"19.39","-99.249",Mexico,0.113,"5"
POINT(-99.19757 19.44373),"19.444","-99.198",Mexico,0.049,"3"
POINT(-99.18314 19.43718),"19.437","-99.183",Mexico,0.018,"4"
POINT(-99.21448 19.43923),"19.439","-99.214",Mexico,0.146,"12"
POINT(-99.20932 19.43116),"19.431","-99.209",Mexico,0.027,"3"
POINT(-99.21582 19.44228),"19.442","-99.216",Mexico,0.114,"30"
POINT(-99.20468 19.42875),"19.429","-99.205",Mexico,0.108,"5"
POINT(-99.19059 19.43553),"19.436","-99.191",Mexico,0.06,"3"
POINT(-99.21991 19.45065),"19.451","-99.22",Mexico,0.06,"17"
POINT(-99.2279 19.43861),"19.439","-99.228",Mexico,0.064,"3"
POINT(-99.21798 19.42813),"19.428","-99.218",Mexico,0.041,"9"
POINT(-99.19382 19.43818),"19.438","-99.194",Mexico,0.025,"3"
POINT(-99.21966 19.44502),"19.445","-99.22",Mexico,0.099,"73"
POINT(-99.21986 19.45195),"19.452","-99.22",Mexico,0.047,"46"
POINT(-99.22787 19.41788),"19.418","-99.228",Mexico,0.015,"3"
POINT(-99.17808 19.40559),"19.406","-99.178",Mexico,0.184,"17"
POINT(-99.16445 19.4494),"19.449","-99.164",Mexico,0.007,"3"
POINT(-99.19489 19.47158),"19.472","-99.195",Mexico,0.033,"3"
POINT(-99.19904 19.43596),"19.436","-99.199",Mexico,0.316,"3"
POINT(-99.22081 19.42745),"19.427","-99.221",Mexico,0.017,"3"
POINT(-99.17139 19.43399),"19.434","-99.171",Mexico,0.064,"53"
POINT(-99.1698 19.43644),"19.436","-99.17",Mexico,0.089,"27"
POINT(-99.19643 19.45908),"19.459","-99.196",Mexico,0.036,"3"
POINT(-99.1851 19.43016),"19.43","-99.185",Mexico,0.09,"3"
POINT(-99.21129 19.42991),"19.43","-99.211",Mexico,0.074,"24"
POINT(-99.21487 19.43984),"19.44","-99.215",Mexico,0.022,"3"
POINT(-99.18988 19.45328),"19.453","-99.19",Mexico,0.079,"4"
POINT(-99.21782 19.44454),"19.445","-99.218",Mexico,0.053,"33"
POINT(-99.20583 19.42975),"19.43","-99.206",Mexico,0.092,"11"
POINT(-99.20433 19.44954),"19.45","-99.204",Mexico,0.033,"3"
POINT(-99.18359 19.43972),"19.44","-99.184",Mexico,0.101,"22"
POINT(-99.22002 19.44916),"19.449","-99.22",Mexico,0.038,"9"
POINT(-99.1835 19.43824),"19.438","-99.183",Mexico,0.017,"3"
POINT(-99.19637 19.44354),"19.444","-99.196",Mexico,0.098,"9"
POINT(-99.19231 19.4382),"19.438","-99.192",Mexico,0.04,"3"
POINT(-99.21999 19.44803),"19.448","-99.22",Mexico,0.036,"12"
POINT(-99.20877 19.4314),"19.431","-99.209",Mexico,0.076,"60"
POINT(-99.23191 19.40173),"19.402","-99.232",Mexico,0.068,"3"
POINT(-99.21783 19.42467),"19.425","-99.218",Mexico,0.177,"3"
POINT(-99.18704 19.43814),"19.438","-99.187",Mexico,0.017,"3"
POINT(-99.23956 19.39304),"19.393","-99.24",Mexico,0.128,"3"
POINT(-99.23942 19.39382),"19.394","-99.239",Mexico,0.079,"3"
POINT(-99.16425 19.4517),"19.452","-99.164",Mexico,0.01,"3"
POINT(-99.21025 19.43028),"19.43","-99.21",Mexico,0.013,"4"
POINT(-99.17994 19.43643),"19.436","-99.18",Mexico,0.014,"5"
POINT(-99.22664 19.43119),"19.431","-99.227",Mexico,0.135,"7"
POINT(-99.20284 19.4077),"19.408","-99.203",Mexico,1.425,"5"
POINT(-99.21014 19.43387),"19.434","-99.21",Mexico,0.03,"11"
POINT(-99.2086 19.43287),"19.433","-99.209",Mexico,0.047,"28"
POINT(-99.21971 19.42727),"19.427","-99.22",Mexico,0.019,"5"
POINT(-99.18961 19.4379),"19.438","-99.19",Mexico,0.046,"5"
POINT(-99.23037 19.40379),"19.404","-99.23",Mexico,0.089,"5"
POINT(-99.18147 19.45328),"19.453","-99.181",Mexico,0.102,"14"
POINT(-99.18292 19.43565),"19.436","-99.183",Mexico,0.011,"3"
POINT(-99.18113 19.43161),"19.432","-99.181",Mexico,0.061,"9"
POINT(-99.19754 19.4588),"19.459","-99.198",Mexico,0.063,"7"
POINT(-99.20251 19.45852),"19.459","-99.203",Mexico,0.074,"3"
POINT(-99.16997 19.4465),"19.447","-99.17",Mexico,0.206,"4"
POINT(-99.21 19.44518),"19.445","-99.21",Mexico,0.058,"5"
POINT(-99.20433 19.33824),"19.338","-99.204",Mexico,0.027,"3"
POINT(-99.19082 19.36686),"19.367","-99.191",Mexico,0.045,"16"
POINT(-99.18526 19.36139),"19.361","-99.185",Mexico,0.117,"5"
POINT(-99.25384 19.34618),"19.346","-99.254",Mexico,0.033,"3"
POINT(-99.21553 19.32473),"19.325","-99.216",Mexico,0.207,"12"
POINT(-99.20747 19.33539),"19.335","-99.207",Mexico,0.076,"7"
POINT(-99.26323 19.3682),"19.368","-99.263",Mexico,0.607,"9"
POINT(-99.19623 19.39822),"19.398","-99.196",Mexico,0.033,"3"
POINT(-99.19173 19.37944),"19.379","-99.192",Mexico,0.041,"7"
POINT(-99.20621 19.33653),"19.337","-99.206",Mexico,0.043,"4"
POINT(-99.21014 19.33115),"19.331","-99.21",Mexico,0.073,"9"
POINT(-99.22109 19.32021),"19.32","-99.221",Mexico,0.034,"3"
POINT(-99.14573 19.4734),"19.473","-99.146",Mexico,0.033,"7"
POINT(-99.09894 19.45913),"19.459","-99.099",Mexico,0.208,"58"
POINT(-99.11807 19.46589),"19.466","-99.118",Mexico,0.112,"37"
POINT(-99.15406 19.49475),"19.495","-99.154",Mexico,0.166,"138"
POINT(-99.10867 19.45297),"19.453","-99.109",Mexico,0.068,"6"
POINT(-99.11283 19.45494),"19.455","-99.113",Mexico,0.039,"5"
POINT(-99.14718 19.47619),"19.476","-99.147",Mexico,0.078,"15"
POINT(-99.12081 19.47864),"19.479","-99.121",Mexico,0.15,"10"
POINT(-99.08472 19.50699),"19.507","-99.085",Mexico,0.072,"44"
POINT(-99.14268 19.47247),"19.472","-99.143",Mexico,0.136,"7"
POINT(-99.11269 19.48755),"19.488","-99.113",Mexico,0.18,"18"
POINT(-99.07306 19.50185),"19.502","-99.073",Mexico,0.067,"15"
POINT(-99.13131 19.51759),"19.518","-99.131",Mexico,0.012,"3"
POINT(-99.09325 19.45729),"19.457","-99.093",Mexico,0.092,"3"
POINT(-99.13154 19.46402),"19.464","-99.132",Mexico,0.03,"4"
POINT(-99.08613 19.50724),"19.507","-99.086",Mexico,0.014,"7"
POINT(-99.14109 19.51826),"19.518","-99.141",Mexico,0.027,"3"
POINT(-99.11263 19.46292),"19.463","-99.113",Mexico,0.076,"3"
POINT(-99.12215 19.45983),"19.46","-99.122",Mexico,0.184,"53"
POINT(-99.11766 19.46697),"19.467","-99.118",Mexico,0.11,"7"
POINT(-99.10836 19.46247),"19.462","-99.108",Mexico,0.039,"3"
POINT(-99.13472 19.51788),"19.518","-99.135",Mexico,0.014,"3"
POINT(-99.07526 19.50281),"19.503","-99.075",Mexico,0.203,"67"
POINT(-99.13297 19.51765),"19.518","-99.133",Mexico,0.03,"5"
POINT(-99.09733 19.45851),"19.459","-99.097",Mexico,0.16,"12"
POINT(-99.12476 19.46821),"19.468","-99.125",Mexico,0.091,"6"
POINT(-99.11682 19.46798),"19.468","-99.117",Mexico,0.116,"5"
POINT(-99.10439 19.48499),"19.485","-99.104",Mexico,0.092,"3"
POINT(-99.11305 19.48634),"19.486","-99.113",Mexico,0.028,"3"
POINT(-99.10661 19.48134),"19.481","-99.107",Mexico,0.054,"5"
POINT(-99.13009 19.46988),"19.47","-99.13",Mexico,0.083,"4"
POINT(-99.14839 19.47942),"19.479","-99.148",Mexico,0.189,"21"
POINT(-99.13073 19.51761),"19.518","-99.131",Mexico,0.174,"56"
POINT(-99.1206 19.49187),"19.492","-99.121",Mexico,0.011,"6"
POINT(-99.10524 19.46137),"19.461","-99.105",Mexico,0.209,"45"
POINT(-99.12931 19.51801),"19.518","-99.129",Mexico,0.096,"46"
POINT(-99.12641 19.46117),"19.461","-99.126",Mexico,0.071,"20"
POINT(-99.12603 19.51882),"19.519","-99.126",Mexico,0.01,"5"
POINT(-99.12333 19.46014),"19.46","-99.123",Mexico,0.04,"6"
POINT(-99.11551 19.46986),"19.47","-99.116",Mexico,0.063,"8"
POINT(-99.1234 19.48651),"19.487","-99.123",Mexico,0.043,"12"
POINT(-99.11389 19.48792),"19.488","-99.114",Mexico,0.131,"4"
POINT(-99.1096 19.46289),"19.463","-99.11",Mexico,0.08,"5"
POINT(-99.07359 19.50183),"19.502","-99.074",Mexico,0.053,"7"
POINT(-99.14242 19.51803),"19.518","-99.142",Mexico,0.01,"3"
POINT(-99.07961 19.50461),"19.505","-99.08",Mexico,0.06,"16"
POINT(-99.10598 19.48232),"19.482","-99.106",Mexico,0.171,"32"
POINT(-99.15314 19.50957),"19.51","-99.153",Mexico,0.066,"3"
POINT(-99.13819 19.51767),"19.518","-99.138",Mexico,0.048,"8"
POINT(-99.07797 19.50389),"19.504","-99.078",Mexico,0.037,"17"
POINT(-99.1279 19.48116),"19.481","-99.128",Mexico,0.042,"19"
POINT(-99.10099 19.4895),"19.49","-99.101",Mexico,0.062,"5"
POINT(-99.13985 19.4652),"19.465","-99.14",Mexico,0.027,"8"
POINT(-99.14131 19.46552),"19.466","-99.141",Mexico,0.029,"16"
POINT(-99.1427 19.46552),"19.466","-99.143",Mexico,0.053,"24"
POINT(-99.12774 19.51818),"19.518","-99.128",Mexico,0.061,"22"
POINT(-99.13847 19.46974),"19.47","-99.138",Mexico,0.024,"4"
POINT(-99.13464 19.48489),"19.485","-99.135",Mexico,0.091,"13"
POINT(-99.14873 19.48037),"19.48","-99.149",Mexico,0.136,"33"
POINT(-99.15311 19.50436),"19.504","-99.153",Mexico,0.029,"3"
POINT(-99.11241 19.46389),"19.464","-99.112",Mexico,0.134,"26"
POINT(-99.12371 19.46789),"19.468","-99.124",Mexico,0.118,"7"
POINT(-99.10661 19.4821),"19.482","-99.107",Mexico,0.067,"7"
POINT(-99.13835 19.47149),"19.471","-99.138",Mexico,0.073,"32"
POINT(-99.09449 19.5009),"19.501","-99.094",Mexico,0.304,"12"
POINT(-99.10865 19.47404),"19.474","-99.109",Mexico,0.106,"4"
POINT(-99.13838 19.46535),"19.465","-99.138",Mexico,0.066,"14"
POINT(-99.16747 19.52501),"19.525","-99.167",Mexico,0.057,"3"
POINT(-99.14502 19.51829),"19.518","-99.145",Mexico,0.005,"3"
POINT(-99.1207 19.49327),"19.493","-99.121",Mexico,0.022,"4"
POINT(-99.12461 19.51919),"19.519","-99.125",Mexico,0.091,"69"
POINT(-99.15002 19.48367),"19.484","-99.15",Mexico,0.163,"9"
POINT(-99.12442 19.48632),"19.486","-99.124",Mexico,0.018,"3"
POINT(-99.14383 19.46816),"19.468","-99.144",Mexico,0.022,"7"
POINT(-99.11667 19.48886),"19.489","-99.117",Mexico,0.064,"7"
POINT(-99.10982 19.47481),"19.475","-99.11",Mexico,0.057,"6"
POINT(-99.14559 19.47291),"19.473","-99.146",Mexico,0.061,"55"
POINT(-99.11149 19.4754),"19.475","-99.111",Mexico,0.039,"6"
POINT(-99.12896 19.48199),"19.482","-99.129",Mexico,0.067,"14"
POINT(-99.07644 19.50337),"19.503","-99.076",Mexico,0.041,"16"
POINT(-99.08595 19.41579),"19.416","-99.086",Mexico,0.079,"4"
POINT(-99.1107 19.43761),"19.438","-99.111",Mexico,0.257,"7"
POINT(-99.09626 19.42886),"19.429","-99.096",Mexico,0.086,"4"
POINT(-99.11076 19.45372),"19.454","-99.111",Mexico,0.025,"5"
POINT(-99.05758 19.4212),"19.421","-99.058",Mexico,0.16,"5"
POINT(-99.11906 19.45055),"19.451","-99.119",Mexico,0.037,"4"
POINT(-99.08887 19.44788),"19.448","-99.089",Mexico,0.061,"8"
POINT(-99.11365 19.44066),"19.441","-99.114",Mexico,0.521,"98"
POINT(-99.08884 19.41099),"19.411","-99.089",Mexico,0.082,"3"
POINT(-99.0751 19.41521),"19.415","-99.075",Mexico,0.102,"4"
POINT(-99.1177 19.45045),"19.45","-99.118",Mexico,0.072,"6"
POINT(-99.12366 19.45174),"19.452","-99.124",Mexico,0.039,"3"
POINT(-99.1129 19.40831),"19.408","-99.113",Mexico,0.104,"7"
POINT(-99.07389 19.41799),"19.418","-99.074",Mexico,0.186,"4"
POINT(-99.0792 19.41802),"19.418","-99.079",Mexico,0.063,"5"
POINT(-99.11355 19.40849),"19.408","-99.114",Mexico,0.027,"3"
POINT(-99.08258 19.42119),"19.421","-99.083",Mexico,0.125,"20"
POINT(-99.09083 19.4259),"19.426","-99.091",Mexico,0.028,"3"
POINT(-99.11086 19.44898),"19.449","-99.111",Mexico,0.149,"39"
POINT(-99.07526 19.41185),"19.412","-99.075",Mexico,0.122,"3"
POINT(-99.0839 19.42204),"19.422","-99.084",Mexico,0.094,"8"
POINT(-99.0782 19.41751),"19.418","-99.078",Mexico,0.142,"94"
POINT(-99.11755 19.44268),"19.443","-99.118",Mexico,0.119,"3"
POINT(-99.09042 19.4493),"19.449","-99.09",Mexico,0.065,"8"
POINT(-99.10969 19.45059),"19.451","-99.11",Mexico,0.085,"5"
POINT(-99.05065 19.43515),"19.435","-99.051",Mexico,0.205,"18"
POINT(-99.04774 19.44067),"19.441","-99.048",Mexico,0.521,"60"
POINT(-99.07531 19.41592),"19.416","-99.075",Mexico,0.167,"17"
POINT(-99.08366 19.42039),"19.42","-99.084",Mexico,0.018,"3"
POINT(-99.07684 19.41619),"19.416","-99.077",Mexico,0.05,"3"
POINT(-99.04887 19.43909),"19.439","-99.049",Mexico,0.162,"19"
POINT(-99.11284 19.44939),"19.449","-99.113",Mexico,0.331,"5"
POINT(-99.08672 19.42354),"19.424","-99.087",Mexico,0.072,"16"
POINT(-99.28705 19.36272),"19.363","-99.287",Mexico,0.049,"12"
POINT(-99.27779 19.38033),"19.38","-99.278",Mexico,0.033,"4"
POINT(-99.27893 19.36955),"19.37","-99.279",Mexico,0.021,"3"
POINT(-99.27697 19.37527),"19.375","-99.277",Mexico,0.178,"36"
POINT(-99.27661 19.37667),"19.377","-99.277",Mexico,0.032,"5"
POINT(-99.28023 19.36112),"19.361","-99.28",Mexico,0.044,"14"
POINT(-99.27679 19.37801),"19.378","-99.277",Mexico,0.181,"6"
POINT(-99.27757 19.37244),"19.372","-99.278",Mexico,0.092,"10"
POINT(-99.21111 19.33126),"19.331","-99.211",Mexico,0.063,"20"
